period,respondent,fueltype,value
2022-01-16T23,ERCO,SUN,5947
2022-01-17T00,ERCO,SUN,1535
2022-01-17T01,ERCO,SUN,2
2022-01-17T02,ERCO,SUN,0
2022-01-17T03,ERCO,SUN,0
2022-01-17T04,ERCO,SUN,0
2022-01-17T05,ERCO,SUN,0
2022-01-17T06,ERCO,SUN,0
2022-01-17T07,ERCO,SUN,0
2022-01-17T08,ERCO,SUN,0
2022-01-17T09,ERCO,SUN,0
2022-01-17T10,ERCO,SUN,0
2022-01-17T11,ERCO,SUN,0
2022-01-17T12,ERCO,SUN,0
2022-01-17T13,ERCO,SUN,0
2022-01-17T14,ERCO,SUN,71
2022-01-17T15,ERCO,SUN,2641
2022-01-17T16,ERCO,SUN,6571
2022-01-17T17,ERCO,SUN,6982
2022-01-17T18,ERCO,SUN,6703
2022-01-17T19,ERCO,SUN,6469
2022-01-17T20,ERCO,SUN,6388
2022-01-17T21,ERCO,SUN,6404
2022-01-17T22,ERCO,SUN,5547
2022-01-17T23,ERCO,SUN,3903
2022-01-18T00,ERCO,SUN,1302
2022-01-18T01,ERCO,SUN,12
2022-01-18T02,ERCO,SUN,0
2022-01-18T03,ERCO,SUN,0
2022-01-18T04,ERCO,SUN,0
2022-01-18T05,ERCO,SUN,0
2022-01-18T06,ERCO,SUN,0
2022-01-18T07,ERCO,SUN,0
2022-01-18T08,ERCO,SUN,0
2022-01-18T09,ERCO,SUN,0
2022-01-18T10,ERCO,SUN,0
2022-01-18T11,ERCO,SUN,0
2022-01-18T12,ERCO,SUN,0
2022-01-18T13,ERCO,SUN,0
2022-01-18T14,ERCO,SUN,39
2022-01-18T15,ERCO,SUN,1971
2022-01-18T16,ERCO,SUN,4679
2022-01-18T17,ERCO,SUN,5609
2022-01-18T18,ERCO,SUN,5077
2022-01-18T19,ERCO,SUN,3632
2022-01-18T20,ERCO,SUN,3414
2022-01-18T21,ERCO,SUN,3379
2022-01-18T22,ERCO,SUN,3491
2022-01-18T23,ERCO,SUN,3164
2022-01-19T00,ERCO,SUN,962
2022-01-19T01,ERCO,SUN,6
2022-01-19T02,ERCO,SUN,0
2022-01-19T03,ERCO,SUN,0
2022-01-19T04,ERCO,SUN,0
2022-01-19T05,ERCO,SUN,0
2022-01-19T06,ERCO,SUN,0
2022-01-19T07,ERCO,SUN,0
2022-01-19T08,ERCO,SUN,0
2022-01-19T09,ERCO,SUN,0
2022-01-19T10,ERCO,SUN,0
2022-01-19T11,ERCO,SUN,0
2022-01-19T12,ERCO,SUN,0
2022-01-19T13,ERCO,SUN,0
2022-01-19T14,ERCO,SUN,28
2022-01-19T15,ERCO,SUN,1885
2022-01-19T16,ERCO,SUN,5430
2022-01-19T17,ERCO,SUN,4430
2022-01-19T18,ERCO,SUN,3285
2022-01-19T19,ERCO,SUN,3039
2022-01-19T20,ERCO,SUN,2858
2022-01-19T21,ERCO,SUN,2628
2022-01-19T22,ERCO,SUN,1820
2022-01-19T23,ERCO,SUN,927
2022-01-20T00,ERCO,SUN,403
2022-01-20T01,ERCO,SUN,2
2022-01-20T02,ERCO,SUN,0
2022-01-20T03,ERCO,SUN,0
2022-01-20T04,ERCO,SUN,0
2022-01-20T05,ERCO,SUN,0
2022-01-20T06,ERCO,SUN,0
2022-01-20T07,ERCO,SUN,0
2022-01-20T08,ERCO,SUN,0
2022-01-20T09,ERCO,SUN,0
2022-01-20T10,ERCO,SUN,0
2022-01-20T11,ERCO,SUN,0
2022-01-20T12,ERCO,SUN,0
2022-01-20T13,ERCO,SUN,0
2022-01-20T14,ERCO,SUN,8
2022-01-20T15,ERCO,SUN,330
2022-01-20T16,ERCO,SUN,1106
2022-01-20T17,ERCO,SUN,1743
2022-01-20T18,ERCO,SUN,2502
2022-01-20T19,ERCO,SUN,2895
2022-01-20T20,ERCO,SUN,3262
2022-01-20T21,ERCO,SUN,3371
2022-01-20T22,ERCO,SUN,2643
2022-01-20T23,ERCO,SUN,1645
2022-01-21T00,ERCO,SUN,484
2022-01-21T01,ERCO,SUN,5
2022-01-21T02,ERCO,SUN,0
2022-01-21T03,ERCO,SUN,0
2022-01-21T04,ERCO,SUN,0
2022-01-21T05,ERCO,SUN,0
2022-01-21T06,ERCO,SUN,0
2022-01-21T07,ERCO,SUN,0
2022-01-21T08,ERCO,SUN,0
2022-01-21T09,ERCO,SUN,0
2022-01-21T10,ERCO,SUN,0
2022-01-21T11,ERCO,SUN,0
2022-01-21T12,ERCO,SUN,0
2022-01-21T13,ERCO,SUN,0
2022-01-21T14,ERCO,SUN,34
2022-01-21T15,ERCO,SUN,2149
2022-01-21T16,ERCO,SUN,5911
2022-01-21T17,ERCO,SUN,6557
2022-01-21T18,ERCO,SUN,6573
2022-01-21T19,ERCO,SUN,6621
2022-01-21T20,ERCO,SUN,6705
2022-01-21T21,ERCO,SUN,6854
2022-01-21T22,ERCO,SUN,7168
2022-01-21T23,ERCO,SUN,6053
2022-01-22T00,ERCO,SUN,1838
2022-01-22T01,ERCO,SUN,18
2022-01-22T02,ERCO,SUN,0
2022-01-22T03,ERCO,SUN,0
2022-01-22T04,ERCO,SUN,0
2022-01-22T05,ERCO,SUN,0
2022-01-22T06,ERCO,SUN,0
2022-01-22T07,ERCO,SUN,0
2022-01-22T08,ERCO,SUN,0
2022-01-22T09,ERCO,SUN,0
2022-01-22T10,ERCO,SUN,0
2022-01-22T11,ERCO,SUN,0
2022-01-22T12,ERCO,SUN,0
2022-01-22T13,ERCO,SUN,0
2022-01-22T14,ERCO,SUN,67
2022-01-22T15,ERCO,SUN,2250
2022-01-22T16,ERCO,SUN,4777
2022-01-22T17,ERCO,SUN,4359
2022-01-22T18,ERCO,SUN,4107
2022-01-22T19,ERCO,SUN,4136
2022-01-22T20,ERCO,SUN,3967
2022-01-22T21,ERCO,SUN,3912
2022-01-22T22,ERCO,SUN,3305
2022-01-22T23,ERCO,SUN,2377
2022-01-23T00,ERCO,SUN,613
2022-01-23T01,ERCO,SUN,6
2022-01-23T02,ERCO,SUN,0
2022-01-23T03,ERCO,SUN,0
2022-01-23T04,ERCO,SUN,0
2022-01-23T05,ERCO,SUN,0
2022-01-23T06,ERCO,SUN,0
2022-01-23T07,ERCO,SUN,0
2022-01-23T08,ERCO,SUN,0
2022-01-23T09,ERCO,SUN,0
2022-01-23T10,ERCO,SUN,0
2022-01-23T11,ERCO,SUN,0
2022-01-23T12,ERCO,SUN,0
2022-01-23T13,ERCO,SUN,0
2022-01-23T14,ERCO,SUN,39
2022-01-23T15,ERCO,SUN,1140
2022-01-23T16,ERCO,SUN,3059
2022-01-23T17,ERCO,SUN,3913
2022-01-23T18,ERCO,SUN,4453
2022-01-23T19,ERCO,SUN,4736
2022-01-23T20,ERCO,SUN,5040
2022-01-23T21,ERCO,SUN,4848
2022-01-23T22,ERCO,SUN,4818
2022-01-23T23,ERCO,SUN,3731
2022-01-24T00,ERCO,SUN,1032
2022-01-24T01,ERCO,SUN,9
2022-01-24T02,ERCO,SUN,0
2022-01-24T03,ERCO,SUN,0
2022-01-24T04,ERCO,SUN,0
2022-01-24T05,ERCO,SUN,0
2022-01-24T06,ERCO,SUN,0
2022-01-24T07,ERCO,SUN,0
2022-01-24T08,ERCO,SUN,0
2022-01-24T09,ERCO,SUN,0
2022-01-24T10,ERCO,SUN,0
2022-01-24T11,ERCO,SUN,0
2022-01-24T12,ERCO,SUN,0
2022-01-24T13,ERCO,SUN,0
2022-01-24T14,ERCO,SUN,6
2022-01-24T15,ERCO,SUN,1291
2022-01-24T16,ERCO,SUN,4386
2022-01-24T17,ERCO,SUN,5335
2022-01-24T18,ERCO,SUN,5347
2022-01-24T19,ERCO,SUN,5253
2022-01-24T20,ERCO,SUN,5457
2022-01-24T21,ERCO,SUN,5630
2022-01-24T22,ERCO,SUN,5553
2022-01-24T23,ERCO,SUN,5099
2022-01-25T00,ERCO,SUN,1865
2022-01-25T01,ERCO,SUN,23
2022-01-25T02,ERCO,SUN,0
2022-01-25T03,ERCO,SUN,0
2022-01-25T04,ERCO,SUN,0
2022-01-25T05,ERCO,SUN,0
2022-01-25T06,ERCO,SUN,0
2022-01-25T07,ERCO,SUN,0
2022-01-25T08,ERCO,SUN,0
2022-01-25T09,ERCO,SUN,0
2022-01-25T10,ERCO,SUN,0
2022-01-25T11,ERCO,SUN,0
2022-01-25T12,ERCO,SUN,0
2022-01-25T13,ERCO,SUN,0
2022-01-25T14,ERCO,SUN,39
2022-01-25T15,ERCO,SUN,2312
2022-01-25T16,ERCO,SUN,5983
2022-01-25T17,ERCO,SUN,6529
2022-01-25T18,ERCO,SUN,6438
2022-01-25T19,ERCO,SUN,6305
2022-01-25T20,ERCO,SUN,6365
2022-01-25T21,ERCO,SUN,6588
2022-01-25T22,ERCO,SUN,6708
2022-01-25T23,ERCO,SUN,5868
2022-01-26T00,ERCO,SUN,2104
2022-01-26T01,ERCO,SUN,74
2022-01-26T02,ERCO,SUN,47
2022-01-26T03,ERCO,SUN,47
2022-01-26T04,ERCO,SUN,47
2022-01-26T05,ERCO,SUN,47
2022-01-26T06,ERCO,SUN,47
2022-01-26T07,ERCO,SUN,47
2022-01-26T08,ERCO,SUN,47
2022-01-26T09,ERCO,SUN,47
2022-01-26T10,ERCO,SUN,47
2022-01-26T11,ERCO,SUN,47
2022-01-26T12,ERCO,SUN,47
2022-01-26T13,ERCO,SUN,35
2022-01-26T14,ERCO,SUN,41
2022-01-26T15,ERCO,SUN,671
2022-01-26T16,ERCO,SUN,1431
2022-01-26T17,ERCO,SUN,1879
2022-01-26T18,ERCO,SUN,2312
2022-01-26T19,ERCO,SUN,2684
2022-01-26T20,ERCO,SUN,2954
2022-01-26T21,ERCO,SUN,2756
2022-01-26T22,ERCO,SUN,2433
2022-01-26T23,ERCO,SUN,1777
2022-01-27T00,ERCO,SUN,595
2022-01-27T01,ERCO,SUN,60
2022-01-27T02,ERCO,SUN,52
2022-01-27T03,ERCO,SUN,52
2022-01-27T04,ERCO,SUN,52
2022-01-27T05,ERCO,SUN,52
2022-01-27T06,ERCO,SUN,52
2022-01-27T07,ERCO,SUN,52
2022-01-27T08,ERCO,SUN,52
2022-01-27T09,ERCO,SUN,52
2022-01-27T10,ERCO,SUN,52
2022-01-27T11,ERCO,SUN,19
2022-01-27T12,ERCO,SUN,0
2022-01-27T13,ERCO,SUN,0
2022-01-27T14,ERCO,SUN,39
2022-01-27T15,ERCO,SUN,733
2022-01-27T16,ERCO,SUN,1997
2022-01-27T17,ERCO,SUN,2840
2022-01-27T18,ERCO,SUN,3939
2022-01-27T19,ERCO,SUN,4294
2022-01-27T20,ERCO,SUN,4698
2022-01-27T21,ERCO,SUN,4987
2022-01-27T22,ERCO,SUN,5150
2022-01-27T23,ERCO,SUN,4423
2022-01-28T00,ERCO,SUN,1670
2022-01-28T01,ERCO,SUN,31
2022-01-28T02,ERCO,SUN,1
2022-01-28T03,ERCO,SUN,0
2022-01-28T04,ERCO,SUN,0
2022-01-28T05,ERCO,SUN,0
2022-01-28T06,ERCO,SUN,0
2022-01-28T07,ERCO,SUN,0
2022-01-28T08,ERCO,SUN,0
2022-01-28T09,ERCO,SUN,0
2022-01-28T10,ERCO,SUN,0
2022-01-28T11,ERCO,SUN,0
2022-01-28T12,ERCO,SUN,0
2022-01-28T13,ERCO,SUN,0
2022-01-28T14,ERCO,SUN,64
2022-01-28T15,ERCO,SUN,2689
2022-01-28T16,ERCO,SUN,6737
2022-01-28T17,ERCO,SUN,7268
2022-01-28T18,ERCO,SUN,7285
2022-01-28T19,ERCO,SUN,7282
2022-01-28T20,ERCO,SUN,7413
2022-01-28T21,ERCO,SUN,7626
2022-01-28T22,ERCO,SUN,7846
2022-01-28T23,ERCO,SUN,6947
2022-01-29T00,ERCO,SUN,2532
2022-01-29T01,ERCO,SUN,47
2022-01-29T02,ERCO,SUN,1
2022-01-29T03,ERCO,SUN,1
2022-01-29T04,ERCO,SUN,1
2022-01-29T05,ERCO,SUN,1
2022-01-29T06,ERCO,SUN,1
2022-01-29T07,ERCO,SUN,1
2022-01-29T08,ERCO,SUN,1
2022-01-29T09,ERCO,SUN,1
2022-01-29T10,ERCO,SUN,1
2022-01-29T11,ERCO,SUN,0
2022-01-29T12,ERCO,SUN,0
