Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,539891,-,-,-,30.89,-102.86,-6,896,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,GHI,Wind Speed,Cloud Type,Temperature
2022,1,1,0,30,0,6.800000000000001,4,15
2022,1,1,1,30,0,5.800000000000001,0,14.700000000000001
2022,1,1,2,30,0,4.2,0,13.700000000000001
2022,1,1,3,30,0,3,0,12.100000000000001
2022,1,1,4,30,0,2.6,0,10.600000000000001
2022,1,1,5,30,0,2.6,0,9.4
2022,1,1,6,30,0,2.8000000000000003,0,8.5
2022,1,1,7,30,0,3.5,0,8.9
2022,1,1,8,30,98,4.800000000000001,0,11.100000000000001
2022,1,1,9,30,287,6.6000000000000005,0,14.200000000000001
2022,1,1,10,30,458,8,0,16.8
2022,1,1,11,30,581,8.4,0,18.7
2022,1,1,12,30,643,8.5,0,20
2022,1,1,13,30,638,8.3,0,20.700000000000003
2022,1,1,14,30,566,8.1,0,20.900000000000002
2022,1,1,15,30,434,8,0,20.6
2022,1,1,16,30,255,7.5,0,19.400000000000002
2022,1,1,17,30,67,7.1000000000000005,0,17.400000000000002
2022,1,1,18,30,0,7.4,0,15.600000000000001
2022,1,1,19,30,0,8,0,14.200000000000001
2022,1,1,20,30,0,8.3,0,12.5
2022,1,1,21,30,0,8,0,10.700000000000001
2022,1,1,22,30,0,7.4,0,8.9
2022,1,1,23,30,0,6.800000000000001,5,7.300000000000001
2022,1,2,0,30,0,6.4,0,5.300000000000001
2022,1,2,1,30,0,6.300000000000001,0,3
2022,1,2,2,30,0,6.1000000000000005,0,0.7000000000000001
2022,1,2,3,30,0,5.5,0,-1.3
2022,1,2,4,30,0,4.800000000000001,0,-2.5
2022,1,2,5,30,0,4,0,-3.3000000000000003
2022,1,2,6,30,0,3.3000000000000003,0,-3.8000000000000003
2022,1,2,7,30,0,3.1,0,-3.7
2022,1,2,8,30,85,3.5,0,-2.5
2022,1,2,9,30,307,3.9000000000000004,0,-0.30000000000000004
2022,1,2,10,30,486,3.7,0,2
2022,1,2,11,30,613,3.4000000000000004,0,3.9000000000000004
2022,1,2,12,30,677,3,0,5.6000000000000005
2022,1,2,13,30,672,2.7,0,7
2022,1,2,14,30,598,2.5,0,7.9
2022,1,2,15,30,455,2.2,0,8.3
2022,1,2,16,30,273,1.5,0,7.2
2022,1,2,17,30,77,1,0,4.9
2022,1,2,18,30,0,1,0,3.3000000000000003
2022,1,2,19,30,0,1,0,2.6
2022,1,2,20,30,0,1.1,0,1.8
2022,1,2,21,30,0,1.3,0,0.8
2022,1,2,22,30,0,1.6,0,0
2022,1,2,23,30,0,1.9000000000000001,0,-0.4
2022,1,3,0,30,0,2.1,0,-0.5
2022,1,3,1,30,0,2.1,0,-0.7000000000000001
2022,1,3,2,30,0,2,0,-0.8
2022,1,3,3,30,0,1.9000000000000001,0,-0.9
2022,1,3,4,30,0,1.7000000000000002,0,-1.2000000000000002
2022,1,3,5,30,0,1.5,0,-1.5
2022,1,3,6,30,0,1.4000000000000001,0,-1.8
2022,1,3,7,30,0,1.4000000000000001,7,-0.8
2022,1,3,8,30,87,2,0,2.3000000000000003
2022,1,3,9,30,300,2.4000000000000004,0,6.1000000000000005
2022,1,3,10,30,485,2.2,0,9.5
2022,1,3,11,30,613,2.4000000000000004,0,12.3
2022,1,3,12,30,679,2.6,0,14.4
2022,1,3,13,30,675,2.7,0,15.9
2022,1,3,14,30,602,2.7,0,16.6
2022,1,3,15,30,465,2.3000000000000003,0,16.1
2022,1,3,16,30,242,1.6,8,13.700000000000001
2022,1,3,17,30,62,1.5,8,10.9
2022,1,3,18,30,0,2,8,9.600000000000001
2022,1,3,19,30,0,2.5,8,9
2022,1,3,20,30,0,2.9000000000000004,7,8.4
2022,1,3,21,30,0,3.1,8,7.5
2022,1,3,22,30,0,2.8000000000000003,0,5.9
2022,1,3,23,30,0,2.5,0,4.4
2022,1,4,0,30,0,2.6,0,3.7
2022,1,4,1,30,0,2.6,0,3.3000000000000003
2022,1,4,2,30,0,2.6,0,3.1
2022,1,4,3,30,0,2.6,0,2.9000000000000004
2022,1,4,4,30,0,2.6,0,2.8000000000000003
2022,1,4,5,30,0,2.7,0,2.8000000000000003
2022,1,4,6,30,0,2.7,0,2.6
2022,1,4,7,30,0,3,0,3.9000000000000004
2022,1,4,8,30,85,3.8000000000000003,0,7.4
2022,1,4,9,30,300,4.3,0,11.9
2022,1,4,10,30,479,5,0,16.400000000000002
2022,1,4,11,30,607,6,0,20.1
2022,1,4,12,30,666,6.5,0,22.5
2022,1,4,13,30,662,6.800000000000001,0,23.6
2022,1,4,14,30,585,6.800000000000001,0,23.8
2022,1,4,15,30,453,6.1000000000000005,0,23
2022,1,4,16,30,271,4.2,0,19.6
2022,1,4,17,30,78,2.8000000000000003,0,15.100000000000001
2022,1,4,18,30,0,2.9000000000000004,0,12.8
2022,1,4,19,30,0,3.3000000000000003,0,12
2022,1,4,20,30,0,3.6,0,11.200000000000001
2022,1,4,21,30,0,3.8000000000000003,0,10.600000000000001
2022,1,4,22,30,0,3.8000000000000003,0,10
2022,1,4,23,30,0,3.7,0,9.4
2022,1,5,0,30,0,3.6,0,8.9
2022,1,5,1,30,0,3.5,0,8.3
2022,1,5,2,30,0,3.5,0,7.9
2022,1,5,3,30,0,3.5,0,7.300000000000001
2022,1,5,4,30,0,3.4000000000000004,0,6.6000000000000005
2022,1,5,5,30,0,3.3000000000000003,0,6
2022,1,5,6,30,0,3.2,0,5.5
2022,1,5,7,30,0,3.6,0,5.9
2022,1,5,8,30,81,4.1000000000000005,0,7.800000000000001
2022,1,5,9,30,293,3.8000000000000003,0,9.9
2022,1,5,10,30,467,3,0,12
2022,1,5,11,30,593,2.5,0,14.100000000000001
2022,1,5,12,30,657,2.5,0,16.3
2022,1,5,13,30,651,2.7,0,18.1
2022,1,5,14,30,580,2.9000000000000004,0,19.1
2022,1,5,15,30,449,3,0,19.1
2022,1,5,16,30,272,2.2,0,16.6
2022,1,5,17,30,80,1.3,0,12.9
2022,1,5,18,30,0,0.9,0,11.4
2022,1,5,19,30,0,0.8,0,11
2022,1,5,20,30,0,1.3,0,9.8
2022,1,5,21,30,0,1.7000000000000002,0,8.5
2022,1,5,22,30,0,2.2,0,7.9
