period,respondent,fueltype,value
2023-01-17T13,ERCO,SUN,0
2023-01-17T14,ERCO,SUN,57
2023-01-17T15,ERCO,SUN,1556
2023-01-17T16,ERCO,SUN,4191
2023-01-17T17,ERCO,SUN,5380
2023-01-17T18,ERCO,SUN,5958
2023-01-17T19,ERCO,SUN,6345
2023-01-17T20,ERCO,SUN,6471
2023-01-17T21,ERCO,SUN,5590
2023-01-17T22,ERCO,SUN,4838
2023-01-17T23,ERCO,SUN,2993
2023-01-18T00,ERCO,SUN,588
2023-01-18T01,ERCO,SUN,2
2023-01-18T02,ERCO,SUN,0
2023-01-18T03,ERCO,SUN,0
2023-01-18T04,ERCO,SUN,0
2023-01-18T05,ERCO,SUN,0
2023-01-18T06,ERCO,SUN,0
2023-01-18T07,ERCO,SUN,0
2023-01-18T08,ERCO,SUN,0
2023-01-18T09,ERCO,SUN,0
2023-01-18T10,ERCO,SUN,0
2023-01-18T11,ERCO,SUN,0
2023-01-18T12,ERCO,SUN,0
2023-01-18T13,ERCO,SUN,0
2023-01-18T14,ERCO,SUN,28
2023-01-18T15,ERCO,SUN,1691
2023-01-18T16,ERCO,SUN,3707
2023-01-18T17,ERCO,SUN,3825
2023-01-18T18,ERCO,SUN,4003
2023-01-18T19,ERCO,SUN,4207
2023-01-18T20,ERCO,SUN,4260
2023-01-18T21,ERCO,SUN,4100
2023-01-18T22,ERCO,SUN,4183
2023-01-18T23,ERCO,SUN,3497
2023-01-19T00,ERCO,SUN,906
2023-01-19T01,ERCO,SUN,8
2023-01-19T02,ERCO,SUN,0
2023-01-19T03,ERCO,SUN,0
2023-01-19T04,ERCO,SUN,0
2023-01-19T05,ERCO,SUN,0
2023-01-19T06,ERCO,SUN,0
2023-01-19T07,ERCO,SUN,0
2023-01-19T08,ERCO,SUN,0
2023-01-19T09,ERCO,SUN,0
2023-01-19T10,ERCO,SUN,0
2023-01-19T11,ERCO,SUN,0
2023-01-19T12,ERCO,SUN,0
2023-01-19T13,ERCO,SUN,0
2023-01-19T14,ERCO,SUN,142
2023-01-19T15,ERCO,SUN,3606
2023-01-19T16,ERCO,SUN,8082
2023-01-19T17,ERCO,SUN,8692
2023-01-19T18,ERCO,SUN,8531
2023-01-19T19,ERCO,SUN,8219
2023-01-19T20,ERCO,SUN,8317
2023-01-19T21,ERCO,SUN,8469
2023-01-19T22,ERCO,SUN,8056
2023-01-19T23,ERCO,SUN,5694
2023-01-20T00,ERCO,SUN,1239
2023-01-20T01,ERCO,SUN,6
2023-01-20T02,ERCO,SUN,0
2023-01-20T03,ERCO,SUN,0
2023-01-20T04,ERCO,SUN,0
2023-01-20T05,ERCO,SUN,0
2023-01-20T06,ERCO,SUN,0
2023-01-20T07,ERCO,SUN,0
2023-01-20T08,ERCO,SUN,0
2023-01-20T09,ERCO,SUN,0
2023-01-20T10,ERCO,SUN,0
2023-01-20T11,ERCO,SUN,0
2023-01-20T12,ERCO,SUN,0
2023-01-20T13,ERCO,SUN,0
2023-01-20T14,ERCO,SUN,47
2023-01-20T15,ERCO,SUN,2017
2023-01-20T16,ERCO,SUN,5269
2023-01-20T17,ERCO,SUN,5881
2023-01-20T18,ERCO,SUN,5752
2023-01-20T19,ERCO,SUN,4920
2023-01-20T20,ERCO,SUN,4300
2023-01-20T21,ERCO,SUN,4157
2023-01-20T22,ERCO,SUN,3633
2023-01-20T23,ERCO,SUN,2645
2023-01-21T00,ERCO,SUN,1115
2023-01-21T01,ERCO,SUN,21
2023-01-21T02,ERCO,SUN,0
2023-01-21T03,ERCO,SUN,0
2023-01-21T04,ERCO,SUN,0
2023-01-21T05,ERCO,SUN,0
2023-01-21T06,ERCO,SUN,0
2023-01-21T07,ERCO,SUN,0
2023-01-21T08,ERCO,SUN,0
2023-01-21T09,ERCO,SUN,0
2023-01-21T10,ERCO,SUN,0
2023-01-21T11,ERCO,SUN,0
2023-01-21T12,ERCO,SUN,0
2023-01-21T13,ERCO,SUN,0
2023-01-21T14,ERCO,SUN,16
2023-01-21T15,ERCO,SUN,1994
2023-01-21T16,ERCO,SUN,5882
2023-01-21T17,ERCO,SUN,6481
2023-01-21T18,ERCO,SUN,6513
2023-01-21T19,ERCO,SUN,6521
2023-01-21T20,ERCO,SUN,6062
2023-01-21T21,ERCO,SUN,4860
2023-01-21T22,ERCO,SUN,4270
2023-01-21T23,ERCO,SUN,3341
2023-01-22T00,ERCO,SUN,1365
2023-01-22T01,ERCO,SUN,16
2023-01-22T02,ERCO,SUN,0
2023-01-22T03,ERCO,SUN,0
2023-01-22T04,ERCO,SUN,0
2023-01-22T05,ERCO,SUN,0
2023-01-22T06,ERCO,SUN,0
2023-01-22T07,ERCO,SUN,0
2023-01-22T08,ERCO,SUN,0
2023-01-22T09,ERCO,SUN,0
2023-01-22T10,ERCO,SUN,0
2023-01-22T11,ERCO,SUN,0
2023-01-22T12,ERCO,SUN,0
2023-01-22T13,ERCO,SUN,0
2023-01-22T14,ERCO,SUN,99
2023-01-22T15,ERCO,SUN,3710
2023-01-22T16,ERCO,SUN,8909
2023-01-22T17,ERCO,SUN,9637
2023-01-22T18,ERCO,SUN,9271
2023-01-22T19,ERCO,SUN,9054
2023-01-22T20,ERCO,SUN,9156
2023-01-22T21,ERCO,SUN,9486
2023-01-22T22,ERCO,SUN,9783
2023-01-22T23,ERCO,SUN,8178
2023-01-23T00,ERCO,SUN,2368
2023-01-23T01,ERCO,SUN,19
2023-01-23T02,ERCO,SUN,0
2023-01-23T03,ERCO,SUN,0
2023-01-23T04,ERCO,SUN,0
2023-01-23T05,ERCO,SUN,0
2023-01-23T06,ERCO,SUN,0
2023-01-23T07,ERCO,SUN,0
2023-01-23T08,ERCO,SUN,0
2023-01-23T09,ERCO,SUN,0
2023-01-23T10,ERCO,SUN,0
2023-01-23T11,ERCO,SUN,0
2023-01-23T12,ERCO,SUN,0
2023-01-23T13,ERCO,SUN,0
2023-01-23T14,ERCO,SUN,179
2023-01-23T15,ERCO,SUN,3761
2023-01-23T16,ERCO,SUN,8230
2023-01-23T17,ERCO,SUN,8667
2023-01-23T18,ERCO,SUN,8390
2023-01-23T19,ERCO,SUN,8209
2023-01-23T20,ERCO,SUN,7894
2023-01-23T21,ERCO,SUN,7192
2023-01-23T22,ERCO,SUN,5985
2023-01-23T23,ERCO,SUN,3943
2023-01-24T00,ERCO,SUN,828
2023-01-24T01,ERCO,SUN,3
2023-01-24T02,ERCO,SUN,0
2023-01-24T03,ERCO,SUN,0
2023-01-24T04,ERCO,SUN,0
2023-01-24T05,ERCO,SUN,0
2023-01-24T06,ERCO,SUN,0
2023-01-24T07,ERCO,SUN,0
2023-01-24T08,ERCO,SUN,0
2023-01-24T09,ERCO,SUN,0
2023-01-24T10,ERCO,SUN,0
2023-01-24T11,ERCO,SUN,0
2023-01-24T12,ERCO,SUN,0
2023-01-24T13,ERCO,SUN,0
2023-01-24T14,ERCO,SUN,2
2023-01-24T15,ERCO,SUN,163
2023-01-24T16,ERCO,SUN,670
2023-01-24T17,ERCO,SUN,1451
2023-01-24T18,ERCO,SUN,1776
2023-01-24T19,ERCO,SUN,1785
2023-01-24T20,ERCO,SUN,2653
2023-01-24T21,ERCO,SUN,3061
2023-01-24T22,ERCO,SUN,3017
2023-01-24T23,ERCO,SUN,2904
2023-01-25T00,ERCO,SUN,1199
2023-01-25T01,ERCO,SUN,16
2023-01-25T02,ERCO,SUN,0
2023-01-25T03,ERCO,SUN,0
2023-01-25T04,ERCO,SUN,0
2023-01-25T05,ERCO,SUN,0
2023-01-25T06,ERCO,SUN,0
2023-01-25T07,ERCO,SUN,0
2023-01-25T08,ERCO,SUN,0
2023-01-25T09,ERCO,SUN,0
2023-01-25T10,ERCO,SUN,0
2023-01-25T11,ERCO,SUN,0
2023-01-25T12,ERCO,SUN,0
2023-01-25T13,ERCO,SUN,0
2023-01-25T14,ERCO,SUN,93
2023-01-25T15,ERCO,SUN,2917
2023-01-25T16,ERCO,SUN,6601
2023-01-25T17,ERCO,SUN,7363
2023-01-25T18,ERCO,SUN,7144
2023-01-25T19,ERCO,SUN,7517
2023-01-25T20,ERCO,SUN,7172
2023-01-25T21,ERCO,SUN,7754
2023-01-25T22,ERCO,SUN,7685
2023-01-25T23,ERCO,SUN,6587
2023-01-26T00,ERCO,SUN,2130
2023-01-26T01,ERCO,SUN,26
2023-01-26T02,ERCO,SUN,0
2023-01-26T03,ERCO,SUN,0
2023-01-26T04,ERCO,SUN,0
2023-01-26T05,ERCO,SUN,9
2023-01-26T06,ERCO,SUN,24
2023-01-26T07,ERCO,SUN,0
2023-01-26T08,ERCO,SUN,0
2023-01-26T09,ERCO,SUN,0
2023-01-26T10,ERCO,SUN,0
2023-01-26T11,ERCO,SUN,0
2023-01-26T12,ERCO,SUN,0
2023-01-26T13,ERCO,SUN,0
2023-01-26T14,ERCO,SUN,208
2023-01-26T15,ERCO,SUN,4165
2023-01-26T16,ERCO,SUN,9341
2023-01-26T17,ERCO,SUN,9963
2023-01-26T18,ERCO,SUN,9867
2023-01-26T19,ERCO,SUN,9641
2023-01-26T20,ERCO,SUN,9518
2023-01-26T21,ERCO,SUN,9645
2023-01-26T22,ERCO,SUN,9812
2023-01-26T23,ERCO,SUN,8417
2023-01-27T00,ERCO,SUN,2652
2023-01-27T01,ERCO,SUN,32
2023-01-27T02,ERCO,SUN,0
2023-01-27T03,ERCO,SUN,0
2023-01-27T04,ERCO,SUN,0
2023-01-27T05,ERCO,SUN,0
2023-01-27T06,ERCO,SUN,0
2023-01-27T07,ERCO,SUN,0
2023-01-27T08,ERCO,SUN,0
2023-01-27T09,ERCO,SUN,0
2023-01-27T10,ERCO,SUN,0
2023-01-27T11,ERCO,SUN,0
2023-01-27T12,ERCO,SUN,0
2023-01-27T13,ERCO,SUN,0
2023-01-27T14,ERCO,SUN,120
2023-01-27T15,ERCO,SUN,3169
2023-01-27T16,ERCO,SUN,7775
2023-01-27T17,ERCO,SUN,8720
2023-01-27T18,ERCO,SUN,8557
2023-01-27T19,ERCO,SUN,8587
2023-01-27T20,ERCO,SUN,8525
2023-01-27T21,ERCO,SUN,8523
2023-01-27T22,ERCO,SUN,8454
2023-01-27T23,ERCO,SUN,6916
2023-01-28T00,ERCO,SUN,1975
2023-01-28T01,ERCO,SUN,24
2023-01-28T02,ERCO,SUN,6
2023-01-28T03,ERCO,SUN,0
2023-01-28T04,ERCO,SUN,0
2023-01-28T05,ERCO,SUN,0
2023-01-28T06,ERCO,SUN,0
2023-01-28T07,ERCO,SUN,0
2023-01-28T08,ERCO,SUN,0
2023-01-28T09,ERCO,SUN,0
2023-01-28T10,ERCO,SUN,0
2023-01-28T11,ERCO,SUN,0
2023-01-28T12,ERCO,SUN,0
2023-01-28T13,ERCO,SUN,0
2023-01-28T14,ERCO,SUN,26
2023-01-28T15,ERCO,SUN,1181
2023-01-28T16,ERCO,SUN,3927
2023-01-28T17,ERCO,SUN,5274
2023-01-28T18,ERCO,SUN,5293
2023-01-28T19,ERCO,SUN,5617
2023-01-28T20,ERCO,SUN,5608
2023-01-28T21,ERCO,SUN,5389
2023-01-28T22,ERCO,SUN,5160
2023-01-28T23,ERCO,SUN,4000
2023-01-29T00,ERCO,SUN,1226
2023-01-29T01,ERCO,SUN,18
2023-01-29T02,ERCO,SUN,0
2023-01-29T03,ERCO,SUN,0
2023-01-29T04,ERCO,SUN,0
2023-01-29T05,ERCO,SUN,0
2023-01-29T06,ERCO,SUN,0
2023-01-29T07,ERCO,SUN,0
2023-01-29T08,ERCO,SUN,0
2023-01-29T09,ERCO,SUN,0
2023-01-29T10,ERCO,SUN,0
2023-01-29T11,ERCO,SUN,0
2023-01-29T12,ERCO,SUN,0
