period,respondent,fueltype,value
2022-01-03T18,ERCO,WND,5177
2022-01-03T19,ERCO,WND,6507
2022-01-03T20,ERCO,WND,7277
2022-01-03T21,ERCO,WND,8052
2022-01-03T22,ERCO,WND,9180
2022-01-03T23,ERCO,WND,9580
2022-01-04T00,ERCO,WND,9633
2022-01-04T01,ERCO,WND,13327
2022-01-04T02,ERCO,WND,17746
2022-01-04T03,ERCO,WND,20557
2022-01-04T04,ERCO,WND,20723
2022-01-04T05,ERCO,WND,20665
2022-01-04T06,ERCO,WND,20612
2022-01-04T07,ERCO,WND,20467
2022-01-04T08,ERCO,WND,20225
2022-01-04T09,ERCO,WND,19674
2022-01-04T10,ERCO,WND,19265
2022-01-04T11,ERCO,WND,19352
2022-01-04T12,ERCO,WND,19921
2022-01-04T13,ERCO,WND,19801
2022-01-04T14,ERCO,WND,19542
2022-01-04T15,ERCO,WND,18676
2022-01-04T16,ERCO,WND,17127
2022-01-04T17,ERCO,WND,16900
2022-01-04T18,ERCO,WND,18000
2022-01-04T19,ERCO,WND,18318
2022-01-04T20,ERCO,WND,18105
2022-01-04T21,ERCO,WND,17632
2022-01-04T22,ERCO,WND,17042
2022-01-04T23,ERCO,WND,15519
2022-01-05T00,ERCO,WND,13983
2022-01-05T01,ERCO,WND,14755
2022-01-05T02,ERCO,WND,17126
2022-01-05T03,ERCO,WND,17881
2022-01-05T04,ERCO,WND,17801
2022-01-05T05,ERCO,WND,17454
2022-01-05T06,ERCO,WND,16090
2022-01-05T07,ERCO,WND,15192
2022-01-05T08,ERCO,WND,14765
2022-01-05T09,ERCO,WND,14634
2022-01-05T10,ERCO,WND,16357
2022-01-05T11,ERCO,WND,17354
2022-01-05T12,ERCO,WND,17842
2022-01-05T13,ERCO,WND,18197
2022-01-05T14,ERCO,WND,18338
2022-01-05T15,ERCO,WND,16560
2022-01-05T16,ERCO,WND,13490
2022-01-05T17,ERCO,WND,10976
2022-01-05T18,ERCO,WND,7610
2022-01-05T19,ERCO,WND,4896
2022-01-05T20,ERCO,WND,3361
2022-01-05T21,ERCO,WND,3095
2022-01-05T22,ERCO,WND,3280
2022-01-05T23,ERCO,WND,4166
2022-01-06T00,ERCO,WND,4546
2022-01-06T01,ERCO,WND,5628
2022-01-06T02,ERCO,WND,6516
2022-01-06T03,ERCO,WND,7925
2022-01-06T04,ERCO,WND,9573
2022-01-06T05,ERCO,WND,11868
2022-01-06T06,ERCO,WND,14250
2022-01-06T07,ERCO,WND,14809
2022-01-06T08,ERCO,WND,15348
2022-01-06T09,ERCO,WND,15830
2022-01-06T10,ERCO,WND,14931
2022-01-06T11,ERCO,WND,16566
2022-01-06T12,ERCO,WND,18242
2022-01-06T13,ERCO,WND,19542
2022-01-06T14,ERCO,WND,20291
2022-01-06T15,ERCO,WND,19577
2022-01-06T16,ERCO,WND,18199
2022-01-06T17,ERCO,WND,17098
2022-01-06T18,ERCO,WND,15473
2022-01-06T19,ERCO,WND,13943
2022-01-06T20,ERCO,WND,10880
2022-01-06T21,ERCO,WND,8107
2022-01-06T22,ERCO,WND,6853
2022-01-06T23,ERCO,WND,6039
2022-01-07T00,ERCO,WND,6075
2022-01-07T01,ERCO,WND,7334
2022-01-07T02,ERCO,WND,8787
2022-01-07T03,ERCO,WND,9565
2022-01-07T04,ERCO,WND,10052
2022-01-07T05,ERCO,WND,9777
2022-01-07T06,ERCO,WND,9565
2022-01-07T07,ERCO,WND,9242
2022-01-07T08,ERCO,WND,9096
2022-01-07T09,ERCO,WND,8978
2022-01-07T10,ERCO,WND,8611
2022-01-07T11,ERCO,WND,8665
2022-01-07T12,ERCO,WND,8952
2022-01-07T13,ERCO,WND,8880
2022-01-07T14,ERCO,WND,8883
2022-01-07T15,ERCO,WND,7963
2022-01-07T16,ERCO,WND,6324
2022-01-07T17,ERCO,WND,6220
2022-01-07T18,ERCO,WND,7031
2022-01-07T19,ERCO,WND,8529
2022-01-07T20,ERCO,WND,10129
2022-01-07T21,ERCO,WND,11140
2022-01-07T22,ERCO,WND,12128
2022-01-07T23,ERCO,WND,13197
2022-01-08T00,ERCO,WND,14060
2022-01-08T01,ERCO,WND,17251
2022-01-08T02,ERCO,WND,19658
2022-01-08T03,ERCO,WND,19581
2022-01-08T04,ERCO,WND,19731
2022-01-08T05,ERCO,WND,19635
2022-01-08T06,ERCO,WND,19542
2022-01-08T07,ERCO,WND,19383
2022-01-08T08,ERCO,WND,19206
2022-01-08T09,ERCO,WND,19157
2022-01-08T10,ERCO,WND,19114
2022-01-08T11,ERCO,WND,19098
2022-01-08T12,ERCO,WND,18780
2022-01-08T13,ERCO,WND,18016
2022-01-08T14,ERCO,WND,17633
2022-01-08T15,ERCO,WND,17575
2022-01-08T16,ERCO,WND,15716
2022-01-08T17,ERCO,WND,14746
2022-01-08T18,ERCO,WND,14328
2022-01-08T19,ERCO,WND,14342
2022-01-08T20,ERCO,WND,14289
2022-01-08T21,ERCO,WND,13811
2022-01-08T22,ERCO,WND,13545
2022-01-08T23,ERCO,WND,13835
2022-01-09T00,ERCO,WND,12529
2022-01-09T01,ERCO,WND,12250
2022-01-09T02,ERCO,WND,13737
2022-01-09T03,ERCO,WND,15780
2022-01-09T04,ERCO,WND,17284
2022-01-09T05,ERCO,WND,18396
2022-01-09T06,ERCO,WND,17719
2022-01-09T07,ERCO,WND,16980
2022-01-09T08,ERCO,WND,17197
2022-01-09T09,ERCO,WND,18146
2022-01-09T10,ERCO,WND,19088
2022-01-09T11,ERCO,WND,19474
2022-01-09T12,ERCO,WND,20231
2022-01-09T13,ERCO,WND,20461
2022-01-09T14,ERCO,WND,20535
2022-01-09T15,ERCO,WND,20177
2022-01-09T16,ERCO,WND,19310
2022-01-09T17,ERCO,WND,19304
2022-01-09T18,ERCO,WND,19015
2022-01-09T19,ERCO,WND,17658
2022-01-09T20,ERCO,WND,17435
2022-01-09T21,ERCO,WND,16864
2022-01-09T22,ERCO,WND,17179
2022-01-09T23,ERCO,WND,16976
2022-01-10T00,ERCO,WND,16172
2022-01-10T01,ERCO,WND,15600
2022-01-10T02,ERCO,WND,16488
2022-01-10T03,ERCO,WND,16555
2022-01-10T04,ERCO,WND,17296
2022-01-10T05,ERCO,WND,16241
2022-01-10T06,ERCO,WND,15350
2022-01-10T07,ERCO,WND,14761
2022-01-10T08,ERCO,WND,14378
2022-01-10T09,ERCO,WND,14042
2022-01-10T10,ERCO,WND,13753
2022-01-10T11,ERCO,WND,11786
2022-01-10T12,ERCO,WND,11332
2022-01-10T13,ERCO,WND,11091
2022-01-10T14,ERCO,WND,9449
2022-01-10T15,ERCO,WND,7905
2022-01-10T16,ERCO,WND,6388
2022-01-10T17,ERCO,WND,5433
2022-01-10T18,ERCO,WND,4814
2022-01-10T19,ERCO,WND,4086
2022-01-10T20,ERCO,WND,3903
2022-01-10T21,ERCO,WND,3880
2022-01-10T22,ERCO,WND,3662
2022-01-10T23,ERCO,WND,3132
2022-01-11T00,ERCO,WND,2771
2022-01-11T01,ERCO,WND,3290
2022-01-11T02,ERCO,WND,4593
2022-01-11T03,ERCO,WND,5273
2022-01-11T04,ERCO,WND,5896
2022-01-11T05,ERCO,WND,6269
2022-01-11T06,ERCO,WND,6917
2022-01-11T07,ERCO,WND,7506
2022-01-11T08,ERCO,WND,9080
2022-01-11T09,ERCO,WND,9916
2022-01-11T10,ERCO,WND,10438
2022-01-11T11,ERCO,WND,10033
2022-01-11T12,ERCO,WND,9856
2022-01-11T13,ERCO,WND,10227
2022-01-11T14,ERCO,WND,10715
2022-01-11T15,ERCO,WND,10032
2022-01-11T16,ERCO,WND,8529
2022-01-11T17,ERCO,WND,8691
2022-01-11T18,ERCO,WND,10234
2022-01-11T19,ERCO,WND,10274
2022-01-11T20,ERCO,WND,10910
2022-01-11T21,ERCO,WND,11423
2022-01-11T22,ERCO,WND,10575
2022-01-11T23,ERCO,WND,8838
2022-01-12T00,ERCO,WND,7279
2022-01-12T01,ERCO,WND,8874
2022-01-12T02,ERCO,WND,11675
2022-01-12T03,ERCO,WND,13784
2022-01-12T04,ERCO,WND,14257
2022-01-12T05,ERCO,WND,14166
2022-01-12T06,ERCO,WND,14190
2022-01-12T07,ERCO,WND,13785
2022-01-12T08,ERCO,WND,12964
2022-01-12T09,ERCO,WND,12341
2022-01-12T10,ERCO,WND,11454
2022-01-12T11,ERCO,WND,10224
2022-01-12T12,ERCO,WND,8856
2022-01-12T13,ERCO,WND,8090
2022-01-12T14,ERCO,WND,6881
2022-01-12T15,ERCO,WND,5984
2022-01-12T16,ERCO,WND,3788
2022-01-12T17,ERCO,WND,2478
2022-01-12T18,ERCO,WND,1983
2022-01-12T19,ERCO,WND,2004
2022-01-12T20,ERCO,WND,2335
2022-01-12T21,ERCO,WND,1843
2022-01-12T22,ERCO,WND,1170
2022-01-12T23,ERCO,WND,791
2022-01-13T00,ERCO,WND,868
2022-01-13T01,ERCO,WND,862
2022-01-13T02,ERCO,WND,1055
2022-01-13T03,ERCO,WND,1217
2022-01-13T04,ERCO,WND,1216
2022-01-13T05,ERCO,WND,1301
2022-01-13T06,ERCO,WND,1817
2022-01-13T07,ERCO,WND,2371
2022-01-13T08,ERCO,WND,2952
2022-01-13T09,ERCO,WND,2948
2022-01-13T10,ERCO,WND,3049
2022-01-13T11,ERCO,WND,3457
2022-01-13T12,ERCO,WND,4571
2022-01-13T13,ERCO,WND,5237
2022-01-13T14,ERCO,WND,5275
2022-01-13T15,ERCO,WND,4806
2022-01-13T16,ERCO,WND,2636
2022-01-13T17,ERCO,WND,701
2022-01-13T18,ERCO,WND,401
2022-01-13T19,ERCO,WND,366
2022-01-13T20,ERCO,WND,315
2022-01-13T21,ERCO,WND,458
2022-01-13T22,ERCO,WND,389
2022-01-13T23,ERCO,WND,309
2022-01-14T00,ERCO,WND,440
2022-01-14T01,ERCO,WND,791
2022-01-14T02,ERCO,WND,1267
2022-01-14T03,ERCO,WND,2231
2022-01-14T04,ERCO,WND,3953
2022-01-14T05,ERCO,WND,6259
2022-01-14T06,ERCO,WND,8113
2022-01-14T07,ERCO,WND,10216
2022-01-14T08,ERCO,WND,12692
2022-01-14T09,ERCO,WND,13737
2022-01-14T10,ERCO,WND,13832
2022-01-14T11,ERCO,WND,14841
2022-01-14T12,ERCO,WND,16268
2022-01-14T13,ERCO,WND,17086
2022-01-14T14,ERCO,WND,18320
2022-01-14T15,ERCO,WND,18289
2022-01-14T16,ERCO,WND,15363
2022-01-14T17,ERCO,WND,13891
2022-01-14T18,ERCO,WND,15223
2022-01-14T19,ERCO,WND,17634
2022-01-14T20,ERCO,WND,17789
2022-01-14T21,ERCO,WND,16809
2022-01-14T22,ERCO,WND,16031
2022-01-14T23,ERCO,WND,16515
2022-01-15T00,ERCO,WND,17345
2022-01-15T01,ERCO,WND,20290
2022-01-15T02,ERCO,WND,22650
2022-01-15T03,ERCO,WND,23165
2022-01-15T04,ERCO,WND,23041
2022-01-15T05,ERCO,WND,23079
2022-01-15T06,ERCO,WND,22681
2022-01-15T07,ERCO,WND,21876
2022-01-15T08,ERCO,WND,22035
2022-01-15T09,ERCO,WND,22302
2022-01-15T10,ERCO,WND,22275
2022-01-15T11,ERCO,WND,23196
2022-01-15T12,ERCO,WND,23589
2022-01-15T13,ERCO,WND,23958
2022-01-15T14,ERCO,WND,24140
2022-01-15T15,ERCO,WND,23782
2022-01-15T16,ERCO,WND,22942
2022-01-15T17,ERCO,WND,22912
2022-01-15T18,ERCO,WND,22999
2022-01-15T19,ERCO,WND,23149
2022-01-15T20,ERCO,WND,23062
2022-01-15T21,ERCO,WND,22988
2022-01-15T22,ERCO,WND,22783
2022-01-15T23,ERCO,WND,22742
2022-01-16T00,ERCO,WND,22846
2022-01-16T01,ERCO,WND,20638
2022-01-16T02,ERCO,WND,18247
2022-01-16T03,ERCO,WND,17186
2022-01-16T04,ERCO,WND,15493
2022-01-16T05,ERCO,WND,13632
2022-01-16T06,ERCO,WND,11907
2022-01-16T07,ERCO,WND,10681
2022-01-16T08,ERCO,WND,9895
2022-01-16T09,ERCO,WND,9333
2022-01-16T10,ERCO,WND,9427
2022-01-16T11,ERCO,WND,9632
2022-01-16T12,ERCO,WND,9883
2022-01-16T13,ERCO,WND,9331
2022-01-16T14,ERCO,WND,10011
2022-01-16T15,ERCO,WND,10044
2022-01-16T16,ERCO,WND,7945
2022-01-16T17,ERCO,WND,5440
2022-01-16T18,ERCO,WND,4269
2022-01-16T19,ERCO,WND,4222
2022-01-16T20,ERCO,WND,4972
2022-01-16T21,ERCO,WND,4792
2022-01-16T22,ERCO,WND,3893
2022-01-16T23,ERCO,WND,3050
2022-01-17T00,ERCO,WND,1864
2022-01-17T01,ERCO,WND,1957
2022-01-17T02,ERCO,WND,2663
2022-01-17T03,ERCO,WND,3332
2022-01-17T04,ERCO,WND,4215
2022-01-17T05,ERCO,WND,5256
2022-01-17T06,ERCO,WND,5882
2022-01-17T07,ERCO,WND,5366
2022-01-17T08,ERCO,WND,5529
2022-01-17T09,ERCO,WND,5565
2022-01-17T10,ERCO,WND,5816
2022-01-17T11,ERCO,WND,5685
2022-01-17T12,ERCO,WND,5380
2022-01-17T13,ERCO,WND,5075
2022-01-17T14,ERCO,WND,5006
2022-01-17T15,ERCO,WND,5295
2022-01-17T16,ERCO,WND,4008
2022-01-17T17,ERCO,WND,4659
2022-01-17T18,ERCO,WND,6011
2022-01-17T19,ERCO,WND,6527
2022-01-17T20,ERCO,WND,7964
2022-01-17T21,ERCO,WND,9664
2022-01-17T22,ERCO,WND,11475
2022-01-17T23,ERCO,WND,12739
2022-01-18T00,ERCO,WND,13093
2022-01-18T01,ERCO,WND,16375
2022-01-18T02,ERCO,WND,18711
2022-01-18T03,ERCO,WND,19314
2022-01-18T04,ERCO,WND,19903
2022-01-18T05,ERCO,WND,20047
2022-01-18T06,ERCO,WND,20193
2022-01-18T07,ERCO,WND,20255
2022-01-18T08,ERCO,WND,20199
2022-01-18T09,ERCO,WND,20267
2022-01-18T10,ERCO,WND,20244
2022-01-18T11,ERCO,WND,20398
2022-01-18T12,ERCO,WND,20958
2022-01-18T13,ERCO,WND,22263
2022-01-18T14,ERCO,WND,22329
2022-01-18T15,ERCO,WND,20527
2022-01-18T16,ERCO,WND,16856
2022-01-18T17,ERCO,WND,17565
2022-01-18T18,ERCO,WND,18847
2022-01-18T19,ERCO,WND,20017
2022-01-18T20,ERCO,WND,19911
2022-01-18T21,ERCO,WND,19846
2022-01-18T22,ERCO,WND,19678
2022-01-18T23,ERCO,WND,19262
2022-01-19T00,ERCO,WND,17395
2022-01-19T01,ERCO,WND,15181
2022-01-19T02,ERCO,WND,16115
2022-01-19T03,ERCO,WND,17872
2022-01-19T04,ERCO,WND,18968
2022-01-19T05,ERCO,WND,18360
2022-01-19T06,ERCO,WND,18401
2022-01-19T07,ERCO,WND,17257
2022-01-19T08,ERCO,WND,16656
2022-01-19T09,ERCO,WND,16044
2022-01-19T10,ERCO,WND,17057
2022-01-19T11,ERCO,WND,17026
2022-01-19T12,ERCO,WND,16484
2022-01-19T13,ERCO,WND,17318
2022-01-19T14,ERCO,WND,18491
2022-01-19T15,ERCO,WND,17850
2022-01-19T16,ERCO,WND,16306
2022-01-19T17,ERCO,WND,17834
2022-01-19T18,ERCO,WND,18907
2022-01-19T19,ERCO,WND,18188
2022-01-19T20,ERCO,WND,18618
2022-01-19T21,ERCO,WND,18896
2022-01-19T22,ERCO,WND,20232
2022-01-19T23,ERCO,WND,21171
2022-01-20T00,ERCO,WND,21413
2022-01-20T01,ERCO,WND,22410
2022-01-20T02,ERCO,WND,22519
2022-01-20T03,ERCO,WND,21865
2022-01-20T04,ERCO,WND,21012
2022-01-20T05,ERCO,WND,20393
2022-01-20T06,ERCO,WND,20472
2022-01-20T07,ERCO,WND,21052
2022-01-20T08,ERCO,WND,21023
2022-01-20T09,ERCO,WND,21383
2022-01-20T10,ERCO,WND,21910
2022-01-20T11,ERCO,WND,22408
2022-01-20T12,ERCO,WND,22542
2022-01-20T13,ERCO,WND,22205
2022-01-20T14,ERCO,WND,21954
2022-01-20T15,ERCO,WND,21189
2022-01-20T16,ERCO,WND,19925
2022-01-20T17,ERCO,WND,19013
2022-01-20T18,ERCO,WND,18327
2022-01-20T19,ERCO,WND,17556
2022-01-20T20,ERCO,WND,16376
2022-01-20T21,ERCO,WND,15251
2022-01-20T22,ERCO,WND,14791
2022-01-20T23,ERCO,WND,13634
2022-01-21T00,ERCO,WND,11609
2022-01-21T01,ERCO,WND,9777
2022-01-21T02,ERCO,WND,9370
2022-01-21T03,ERCO,WND,8434
2022-01-21T04,ERCO,WND,7417
2022-01-21T05,ERCO,WND,6884
2022-01-21T06,ERCO,WND,6900
2022-01-21T07,ERCO,WND,6965
2022-01-21T08,ERCO,WND,7267
2022-01-21T09,ERCO,WND,6944
2022-01-21T10,ERCO,WND,6124
2022-01-21T11,ERCO,WND,5678
2022-01-21T12,ERCO,WND,5658
2022-01-21T13,ERCO,WND,5632
2022-01-21T14,ERCO,WND,5788
2022-01-21T15,ERCO,WND,5901
2022-01-21T16,ERCO,WND,4598
2022-01-21T17,ERCO,WND,4692
2022-01-21T18,ERCO,WND,5110
2022-01-21T19,ERCO,WND,6041
2022-01-21T20,ERCO,WND,6144
2022-01-21T21,ERCO,WND,6763
2022-01-21T22,ERCO,WND,7235
2022-01-21T23,ERCO,WND,7331
2022-01-22T00,ERCO,WND,7224
2022-01-22T01,ERCO,WND,8764
2022-01-22T02,ERCO,WND,11851
2022-01-22T03,ERCO,WND,14096
2022-01-22T04,ERCO,WND,15433
2022-01-22T05,ERCO,WND,15028
2022-01-22T06,ERCO,WND,14367
2022-01-22T07,ERCO,WND,13048
2022-01-22T08,ERCO,WND,11448
2022-01-22T09,ERCO,WND,9693
2022-01-22T10,ERCO,WND,8214
2022-01-22T11,ERCO,WND,7244
2022-01-22T12,ERCO,WND,6393
2022-01-22T13,ERCO,WND,6478
2022-01-22T14,ERCO,WND,6263
2022-01-22T15,ERCO,WND,4701
2022-01-22T16,ERCO,WND,3118
2022-01-22T17,ERCO,WND,2287
2022-01-22T18,ERCO,WND,1914
2022-01-22T19,ERCO,WND,1925
2022-01-22T20,ERCO,WND,1731
2022-01-22T21,ERCO,WND,1666
2022-01-22T22,ERCO,WND,1899
2022-01-22T23,ERCO,WND,2225
2022-01-23T00,ERCO,WND,2370
2022-01-23T01,ERCO,WND,2428
2022-01-23T02,ERCO,WND,2785
2022-01-23T03,ERCO,WND,3351
2022-01-23T04,ERCO,WND,4284
2022-01-23T05,ERCO,WND,5920
2022-01-23T06,ERCO,WND,6929
2022-01-23T07,ERCO,WND,7050
2022-01-23T08,ERCO,WND,6935
2022-01-23T09,ERCO,WND,7182
2022-01-23T10,ERCO,WND,7540
2022-01-23T11,ERCO,WND,7638
2022-01-23T12,ERCO,WND,7386
2022-01-23T13,ERCO,WND,7022
2022-01-23T14,ERCO,WND,6364
2022-01-23T15,ERCO,WND,5854
2022-01-23T16,ERCO,WND,3829
2022-01-23T17,ERCO,WND,2377
2022-01-23T18,ERCO,WND,1704
2022-01-23T19,ERCO,WND,1598
2022-01-23T20,ERCO,WND,1697
2022-01-23T21,ERCO,WND,1582
2022-01-23T22,ERCO,WND,1390
2022-01-23T23,ERCO,WND,1571
2022-01-24T00,ERCO,WND,1858
2022-01-24T01,ERCO,WND,2733
2022-01-24T02,ERCO,WND,4239
2022-01-24T03,ERCO,WND,5248
2022-01-24T04,ERCO,WND,6251
2022-01-24T05,ERCO,WND,8025
2022-01-24T06,ERCO,WND,9652
2022-01-24T07,ERCO,WND,10963
2022-01-24T08,ERCO,WND,12174
2022-01-24T09,ERCO,WND,12529
2022-01-24T10,ERCO,WND,12425
2022-01-24T11,ERCO,WND,11933
2022-01-24T12,ERCO,WND,11276
2022-01-24T13,ERCO,WND,9843
2022-01-24T14,ERCO,WND,9262
2022-01-24T15,ERCO,WND,8160
2022-01-24T16,ERCO,WND,5735
2022-01-24T17,ERCO,WND,4278
2022-01-24T18,ERCO,WND,4789
2022-01-24T19,ERCO,WND,4959
2022-01-24T20,ERCO,WND,4686
2022-01-24T21,ERCO,WND,4994
2022-01-24T22,ERCO,WND,5378
2022-01-24T23,ERCO,WND,4401
2022-01-25T00,ERCO,WND,3647
2022-01-25T01,ERCO,WND,2983
2022-01-25T02,ERCO,WND,3240
2022-01-25T03,ERCO,WND,3578
2022-01-25T04,ERCO,WND,4054
2022-01-25T05,ERCO,WND,3729
2022-01-25T06,ERCO,WND,3921
2022-01-25T07,ERCO,WND,4659
2022-01-25T08,ERCO,WND,6001
2022-01-25T09,ERCO,WND,7769
2022-01-25T10,ERCO,WND,9432
2022-01-25T11,ERCO,WND,10693
2022-01-25T12,ERCO,WND,11732
2022-01-25T13,ERCO,WND,13152
2022-01-25T14,ERCO,WND,13364
2022-01-25T15,ERCO,WND,11921
2022-01-25T16,ERCO,WND,10315
2022-01-25T17,ERCO,WND,10344
2022-01-25T18,ERCO,WND,9216
2022-01-25T19,ERCO,WND,8272
2022-01-25T20,ERCO,WND,7414
2022-01-25T21,ERCO,WND,7245
2022-01-25T22,ERCO,WND,7800
2022-01-25T23,ERCO,WND,9242
2022-01-26T00,ERCO,WND,12050
2022-01-26T01,ERCO,WND,15370
2022-01-26T02,ERCO,WND,17958
2022-01-26T03,ERCO,WND,18868
2022-01-26T04,ERCO,WND,19262
2022-01-26T05,ERCO,WND,19486
2022-01-26T06,ERCO,WND,19430
2022-01-26T07,ERCO,WND,17598
2022-01-26T08,ERCO,WND,16417
2022-01-26T09,ERCO,WND,15391
2022-01-26T10,ERCO,WND,13914
2022-01-26T11,ERCO,WND,13297
2022-01-26T12,ERCO,WND,12323
2022-01-26T13,ERCO,WND,11513
2022-01-26T14,ERCO,WND,9918
2022-01-26T15,ERCO,WND,7349
2022-01-26T16,ERCO,WND,5576
2022-01-26T17,ERCO,WND,4557
2022-01-26T18,ERCO,WND,3870
2022-01-26T19,ERCO,WND,3334
2022-01-26T20,ERCO,WND,3171
2022-01-26T21,ERCO,WND,3331
2022-01-26T22,ERCO,WND,3490
2022-01-26T23,ERCO,WND,3589
2022-01-27T00,ERCO,WND,3386
2022-01-27T01,ERCO,WND,3826
2022-01-27T02,ERCO,WND,4131
2022-01-27T03,ERCO,WND,3798
2022-01-27T04,ERCO,WND,3647
2022-01-27T05,ERCO,WND,3876
2022-01-27T06,ERCO,WND,4267
2022-01-27T07,ERCO,WND,4889
2022-01-27T08,ERCO,WND,4908
2022-01-27T09,ERCO,WND,4972
2022-01-27T10,ERCO,WND,5035
2022-01-27T11,ERCO,WND,5081
2022-01-27T12,ERCO,WND,4964
2022-01-27T13,ERCO,WND,4635
2022-01-27T14,ERCO,WND,4642
2022-01-27T15,ERCO,WND,3710
2022-01-27T16,ERCO,WND,3075
2022-01-27T17,ERCO,WND,2322
2022-01-27T18,ERCO,WND,1889
2022-01-27T19,ERCO,WND,2130
2022-01-27T20,ERCO,WND,2855
2022-01-27T21,ERCO,WND,3841
2022-01-27T22,ERCO,WND,4905
2022-01-27T23,ERCO,WND,5691
2022-01-28T00,ERCO,WND,6905
2022-01-28T01,ERCO,WND,9268
2022-01-28T02,ERCO,WND,11844
2022-01-28T03,ERCO,WND,14536
2022-01-28T04,ERCO,WND,16513
2022-01-28T05,ERCO,WND,16715
2022-01-28T06,ERCO,WND,16527
2022-01-28T07,ERCO,WND,16612
2022-01-28T08,ERCO,WND,16706
2022-01-28T09,ERCO,WND,16010
2022-01-28T10,ERCO,WND,16129
2022-01-28T11,ERCO,WND,16485
2022-01-28T12,ERCO,WND,16007
2022-01-28T13,ERCO,WND,15166
2022-01-28T14,ERCO,WND,14172
2022-01-28T15,ERCO,WND,12111
2022-01-28T16,ERCO,WND,8819
2022-01-28T17,ERCO,WND,7611
2022-01-28T18,ERCO,WND,8719
2022-01-28T19,ERCO,WND,9670
2022-01-28T20,ERCO,WND,9769
2022-01-28T21,ERCO,WND,9198
2022-01-28T22,ERCO,WND,8431
2022-01-28T23,ERCO,WND,7072
2022-01-29T00,ERCO,WND,4487
2022-01-29T01,ERCO,WND,2678
2022-01-29T02,ERCO,WND,2170
2022-01-29T03,ERCO,WND,2268
2022-01-29T04,ERCO,WND,2804
2022-01-29T05,ERCO,WND,3665
2022-01-29T06,ERCO,WND,4741
2022-01-29T07,ERCO,WND,5820
2022-01-29T08,ERCO,WND,7662
2022-01-29T09,ERCO,WND,9480
2022-01-29T10,ERCO,WND,10711
2022-01-29T11,ERCO,WND,11250
2022-01-29T12,ERCO,WND,11528
2022-01-29T13,ERCO,WND,11057
2022-01-29T14,ERCO,WND,11230
2022-01-29T15,ERCO,WND,11090
2022-01-29T16,ERCO,WND,7675
2022-01-29T17,ERCO,WND,5855
2022-01-29T18,ERCO,WND,7944
2022-01-29T19,ERCO,WND,9722
2022-01-29T20,ERCO,WND,9628
2022-01-29T21,ERCO,WND,8598
2022-01-29T22,ERCO,WND,8121
2022-01-29T23,ERCO,WND,7730
2022-01-30T00,ERCO,WND,7246
2022-01-30T01,ERCO,WND,7731
2022-01-30T02,ERCO,WND,9324
