Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,567252,-,-,-,35.21,-101.82,-6,1121,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,GHI,Wind Speed,Cloud Type,Temperature
2023,1,1,0,30,0,4.800000000000001,7,9.600000000000001
2023,1,1,1,30,0,4.7,6,9.5
2023,1,1,2,30,0,4.4,6,9.200000000000001
2023,1,1,3,30,0,4,6,8.700000000000001
2023,1,1,4,30,0,3.8000000000000003,6,8.200000000000001
2023,1,1,5,30,0,3.4000000000000004,6,7.6000000000000005
2023,1,1,6,30,0,3,6,7.1000000000000005
2023,1,1,7,30,0,3,6,7.2
2023,1,1,8,30,33,3.5,6,8.3
2023,1,1,9,30,112,3.7,7,10
2023,1,1,10,30,244,3.3000000000000003,7,12.4
2023,1,1,11,30,369,3.1,7,15
2023,1,1,12,30,398,2.9000000000000004,7,16.900000000000002
2023,1,1,13,30,335,2.3000000000000003,7,17.6
2023,1,1,14,30,254,1.5,7,17.2
2023,1,1,15,30,162,1.1,7,15.5
2023,1,1,16,30,65,1.2000000000000002,6,13.200000000000001
2023,1,1,17,30,14,1.4000000000000001,6,11.5
2023,1,1,18,30,0,1.5,6,10.700000000000001
2023,1,1,19,30,0,1.6,6,10.200000000000001
2023,1,1,20,30,0,1.7000000000000002,9,9.600000000000001
2023,1,1,21,30,0,1.8,7,9.1
2023,1,1,22,30,0,2,6,8.700000000000001
2023,1,1,23,30,0,2,6,8.1
2023,1,2,0,30,0,2,6,7.6000000000000005
2023,1,2,1,30,0,1.9000000000000001,6,7.300000000000001
2023,1,2,2,30,0,1.8,6,7.1000000000000005
2023,1,2,3,30,0,1.6,6,7
2023,1,2,4,30,0,1.5,6,6.9
2023,1,2,5,30,0,1.4000000000000001,6,6.6000000000000005
2023,1,2,6,30,0,1.2000000000000002,9,6.4
2023,1,2,7,30,0,1,6,6.6000000000000005
2023,1,2,8,30,11,1.6,6,7.7
2023,1,2,9,30,81,3.1,6,10
2023,1,2,10,30,328,4.800000000000001,0,12.9
2023,1,2,11,30,510,6.2,0,15.3
2023,1,2,12,30,276,7.1000000000000005,0,16.1
2023,1,2,13,30,131,7.6000000000000005,5,15.9
2023,1,2,14,30,115,8,8,15.200000000000001
2023,1,2,15,30,289,7.9,0,13.8
2023,1,2,16,30,159,6.800000000000001,7,11.4
2023,1,2,17,30,31,5.4,0,8.8
2023,1,2,18,30,0,4.800000000000001,0,7
2023,1,2,19,30,0,4.800000000000001,0,6
2023,1,2,20,30,0,5,0,5.300000000000001
2023,1,2,21,30,0,5,0,4.9
2023,1,2,22,30,0,4.9,0,4.5
2023,1,2,23,30,0,4.800000000000001,0,4.1000000000000005
2023,1,3,0,30,0,4.7,0,3.6
2023,1,3,1,30,0,4.6000000000000005,0,3
2023,1,3,2,30,0,4.5,0,2.5
2023,1,3,3,30,0,4.2,0,1.8
2023,1,3,4,30,0,3.9000000000000004,0,1.1
2023,1,3,5,30,0,3.6,0,0.30000000000000004
2023,1,3,6,30,0,3.2,0,-0.30000000000000004
2023,1,3,7,30,0,3.2,0,-0.30000000000000004
2023,1,3,8,30,72,3.5,0,1.3
2023,1,3,9,30,229,3.8000000000000003,0,3.9000000000000004
2023,1,3,10,30,189,3.6,6,5.800000000000001
2023,1,3,11,30,329,2.7,7,7.1000000000000005
2023,1,3,12,30,266,2,7,8.1
2023,1,3,13,30,394,1.8,7,9
2023,1,3,14,30,375,1.9000000000000001,3,9.4
2023,1,3,15,30,274,1.8,7,9.1
2023,1,3,16,30,145,1.2000000000000002,0,7.300000000000001
2023,1,3,17,30,26,0.9,0,5.300000000000001
2023,1,3,18,30,0,0.9,4,4.2
2023,1,3,19,30,0,1.1,4,3.3000000000000003
2023,1,3,20,30,0,1.3,0,2.1
2023,1,3,21,30,0,1.3,4,0.8
2023,1,3,22,30,0,1.3,0,-0.1
2023,1,3,23,30,0,1.4000000000000001,0,-0.7000000000000001
2023,1,4,0,30,0,1.7000000000000002,0,-1
2023,1,4,1,30,0,2.1,4,-1.3
2023,1,4,2,30,0,2.5,0,-1.7000000000000002
2023,1,4,3,30,0,2.7,0,-2.2
2023,1,4,4,30,0,2.6,0,-2.7
2023,1,4,5,30,0,2.4000000000000004,0,-3.3000000000000003
2023,1,4,6,30,0,2.3000000000000003,0,-3.7
2023,1,4,7,30,0,2.8000000000000003,0,-3.1
2023,1,4,8,30,75,3.5,0,-0.7000000000000001
2023,1,4,9,30,252,4.3,0,2.8000000000000003
2023,1,4,10,30,417,5,0,6.7
2023,1,4,11,30,533,4.9,0,9.5
2023,1,4,12,30,589,4.5,0,11
2023,1,4,13,30,581,4.4,0,11.600000000000001
2023,1,4,14,30,504,4.2,0,11.600000000000001
2023,1,4,15,30,376,3.3000000000000003,0,10.600000000000001
2023,1,4,16,30,208,1.9000000000000001,0,7.2
2023,1,4,17,30,37,1.4000000000000001,0,3.6
2023,1,4,18,30,0,1.6,0,1.9000000000000001
2023,1,4,19,30,0,1.8,0,0.8
2023,1,4,20,30,0,1.8,0,-0.30000000000000004
2023,1,4,21,30,0,1.6,0,-1.4000000000000001
2023,1,4,22,30,0,1.3,0,-2.5
2023,1,4,23,30,0,1.1,0,-3.2
2023,1,5,0,30,0,0.9,0,-3.5
2023,1,5,1,30,0,1,0,-3.8000000000000003
2023,1,5,2,30,0,1.2000000000000002,0,-4.4
2023,1,5,3,30,0,1.4000000000000001,0,-4.800000000000001
2023,1,5,4,30,0,1.5,0,-4.800000000000001
