period,respondent,fueltype,value
2023-01-06T03,ERCO,WND,15687
2023-01-06T04,ERCO,WND,20708
2023-01-06T05,ERCO,WND,23189
2023-01-06T06,ERCO,WND,24067
2023-01-06T07,ERCO,WND,23994
2023-01-06T08,ERCO,WND,23978
2023-01-06T09,ERCO,WND,24096
2023-01-06T10,ERCO,WND,24025
2023-01-06T11,ERCO,WND,24277
2023-01-06T12,ERCO,WND,24379
2023-01-06T13,ERCO,WND,24094
2023-01-06T14,ERCO,WND,24809
2023-01-06T15,ERCO,WND,24043
2023-01-06T16,ERCO,WND,20589
2023-01-06T17,ERCO,WND,20563
2023-01-06T18,ERCO,WND,21072
2023-01-06T19,ERCO,WND,21852
2023-01-06T20,ERCO,WND,22567
2023-01-06T21,ERCO,WND,22261
2023-01-06T22,ERCO,WND,21335
2023-01-06T23,ERCO,WND,19751
2023-01-07T00,ERCO,WND,17873
2023-01-07T01,ERCO,WND,18588
2023-01-07T02,ERCO,WND,19937
2023-01-07T03,ERCO,WND,21619
2023-01-07T04,ERCO,WND,22466
2023-01-07T05,ERCO,WND,21609
2023-01-07T06,ERCO,WND,20183
2023-01-07T07,ERCO,WND,17542
2023-01-07T08,ERCO,WND,16363
2023-01-07T09,ERCO,WND,15970
2023-01-07T10,ERCO,WND,15519
2023-01-07T11,ERCO,WND,15322
2023-01-07T12,ERCO,WND,15433
2023-01-07T13,ERCO,WND,15031
2023-01-07T14,ERCO,WND,14496
2023-01-07T15,ERCO,WND,12940
2023-01-07T16,ERCO,WND,10866
2023-01-07T17,ERCO,WND,9898
2023-01-07T18,ERCO,WND,9451
2023-01-07T19,ERCO,WND,8228
2023-01-07T20,ERCO,WND,7165
2023-01-07T21,ERCO,WND,6673
2023-01-07T22,ERCO,WND,6526
2023-01-07T23,ERCO,WND,6595
2023-01-08T00,ERCO,WND,6584
2023-01-08T01,ERCO,WND,7146
2023-01-08T02,ERCO,WND,6770
2023-01-08T03,ERCO,WND,6437
2023-01-08T04,ERCO,WND,6728
2023-01-08T05,ERCO,WND,7322
2023-01-08T06,ERCO,WND,6642
2023-01-08T07,ERCO,WND,6011
2023-01-08T08,ERCO,WND,5323
2023-01-08T09,ERCO,WND,5233
2023-01-08T10,ERCO,WND,6090
2023-01-08T11,ERCO,WND,6704
2023-01-08T12,ERCO,WND,7384
2023-01-08T13,ERCO,WND,7055
2023-01-08T14,ERCO,WND,6745
2023-01-08T15,ERCO,WND,6086
2023-01-08T16,ERCO,WND,4603
2023-01-08T17,ERCO,WND,2966
2023-01-08T18,ERCO,WND,2839
2023-01-08T19,ERCO,WND,2845
2023-01-08T20,ERCO,WND,2999
2023-01-08T21,ERCO,WND,3230
2023-01-08T22,ERCO,WND,4136
2023-01-08T23,ERCO,WND,5053
2023-01-09T00,ERCO,WND,5641
2023-01-09T01,ERCO,WND,8860
2023-01-09T02,ERCO,WND,12700
2023-01-09T03,ERCO,WND,15304
2023-01-09T04,ERCO,WND,17599
2023-01-09T05,ERCO,WND,19225
2023-01-09T06,ERCO,WND,19169
2023-01-09T07,ERCO,WND,19492
2023-01-09T08,ERCO,WND,19385
2023-01-09T09,ERCO,WND,19310
2023-01-09T10,ERCO,WND,19300
2023-01-09T11,ERCO,WND,18806
2023-01-09T12,ERCO,WND,18606
2023-01-09T13,ERCO,WND,18445
2023-01-09T14,ERCO,WND,18129
2023-01-09T15,ERCO,WND,17270
2023-01-09T16,ERCO,WND,13728
2023-01-09T17,ERCO,WND,10586
2023-01-09T18,ERCO,WND,9334
2023-01-09T19,ERCO,WND,7700
2023-01-09T20,ERCO,WND,7090
2023-01-09T21,ERCO,WND,6247
2023-01-09T22,ERCO,WND,5435
2023-01-09T23,ERCO,WND,4267
2023-01-10T00,ERCO,WND,2934
2023-01-10T01,ERCO,WND,3706
2023-01-10T02,ERCO,WND,5095
2023-01-10T03,ERCO,WND,6479
2023-01-10T04,ERCO,WND,8783
2023-01-10T05,ERCO,WND,12196
2023-01-10T06,ERCO,WND,15124
2023-01-10T07,ERCO,WND,16809
2023-01-10T08,ERCO,WND,18358
2023-01-10T09,ERCO,WND,18706
2023-01-10T10,ERCO,WND,18999
2023-01-10T11,ERCO,WND,19809
2023-01-10T12,ERCO,WND,19910
2023-01-10T13,ERCO,WND,20359
2023-01-10T14,ERCO,WND,20167
2023-01-10T15,ERCO,WND,19120
2023-01-10T16,ERCO,WND,16447
2023-01-10T17,ERCO,WND,15098
2023-01-10T18,ERCO,WND,15561
2023-01-10T19,ERCO,WND,16960
2023-01-10T20,ERCO,WND,18036
2023-01-10T21,ERCO,WND,18261
2023-01-10T22,ERCO,WND,17740
2023-01-10T23,ERCO,WND,16941
2023-01-11T00,ERCO,WND,15649
2023-01-11T01,ERCO,WND,17990
2023-01-11T02,ERCO,WND,21175
2023-01-11T03,ERCO,WND,22929
2023-01-11T04,ERCO,WND,22774
2023-01-11T05,ERCO,WND,22525
2023-01-11T06,ERCO,WND,21941
2023-01-11T07,ERCO,WND,21498
2023-01-11T08,ERCO,WND,20887
2023-01-11T09,ERCO,WND,20161
2023-01-11T10,ERCO,WND,19733
2023-01-11T11,ERCO,WND,19541
2023-01-11T12,ERCO,WND,19586
2023-01-11T13,ERCO,WND,19748
2023-01-11T14,ERCO,WND,20136
2023-01-11T15,ERCO,WND,21256
2023-01-11T16,ERCO,WND,19582
2023-01-11T17,ERCO,WND,17766
2023-01-11T18,ERCO,WND,19073
2023-01-11T19,ERCO,WND,21377
2023-01-11T20,ERCO,WND,22642
2023-01-11T21,ERCO,WND,22480
2023-01-11T22,ERCO,WND,22540
2023-01-11T23,ERCO,WND,23691
2023-01-12T00,ERCO,WND,24883
2023-01-12T01,ERCO,WND,25462
2023-01-12T02,ERCO,WND,26002
2023-01-12T03,ERCO,WND,26073
2023-01-12T04,ERCO,WND,25462
2023-01-12T05,ERCO,WND,25342
2023-01-12T06,ERCO,WND,24619
2023-01-12T07,ERCO,WND,23636
2023-01-12T08,ERCO,WND,22608
2023-01-12T09,ERCO,WND,22468
2023-01-12T10,ERCO,WND,22163
2023-01-12T11,ERCO,WND,22056
2023-01-12T12,ERCO,WND,23435
2023-01-12T13,ERCO,WND,24205
2023-01-12T14,ERCO,WND,24722
2023-01-12T15,ERCO,WND,23837
2023-01-12T16,ERCO,WND,23776
2023-01-12T17,ERCO,WND,24334
2023-01-12T18,ERCO,WND,24003
2023-01-12T19,ERCO,WND,23150
2023-01-12T20,ERCO,WND,22053
2023-01-12T21,ERCO,WND,20646
2023-01-12T22,ERCO,WND,18443
2023-01-12T23,ERCO,WND,16114
2023-01-13T00,ERCO,WND,12682
2023-01-13T01,ERCO,WND,9991
2023-01-13T02,ERCO,WND,9170
2023-01-13T03,ERCO,WND,7996
2023-01-13T04,ERCO,WND,7392
2023-01-13T05,ERCO,WND,6863
2023-01-13T06,ERCO,WND,6704
2023-01-13T07,ERCO,WND,6539
2023-01-13T08,ERCO,WND,6226
2023-01-13T09,ERCO,WND,6092
2023-01-13T10,ERCO,WND,6031
2023-01-13T11,ERCO,WND,6318
2023-01-13T12,ERCO,WND,6467
2023-01-13T13,ERCO,WND,6939
2023-01-13T14,ERCO,WND,7412
2023-01-13T15,ERCO,WND,6311
2023-01-13T16,ERCO,WND,3990
2023-01-13T17,ERCO,WND,3833
2023-01-13T18,ERCO,WND,4307
2023-01-13T19,ERCO,WND,4005
2023-01-13T20,ERCO,WND,3756
2023-01-13T21,ERCO,WND,3787
2023-01-13T22,ERCO,WND,3710
2023-01-13T23,ERCO,WND,4090
2023-01-14T00,ERCO,WND,4806
2023-01-14T01,ERCO,WND,7649
2023-01-14T02,ERCO,WND,11472
2023-01-14T03,ERCO,WND,14672
2023-01-14T04,ERCO,WND,17187
2023-01-14T05,ERCO,WND,19247
2023-01-14T06,ERCO,WND,20424
2023-01-14T07,ERCO,WND,20605
2023-01-14T08,ERCO,WND,20524
2023-01-14T09,ERCO,WND,20531
2023-01-14T10,ERCO,WND,20747
2023-01-14T11,ERCO,WND,20788
2023-01-14T12,ERCO,WND,21024
2023-01-14T13,ERCO,WND,21183
2023-01-14T14,ERCO,WND,21448
2023-01-14T15,ERCO,WND,20795
2023-01-14T16,ERCO,WND,18578
2023-01-14T17,ERCO,WND,18663
2023-01-14T18,ERCO,WND,19560
2023-01-14T19,ERCO,WND,19631
2023-01-14T20,ERCO,WND,19695
2023-01-14T21,ERCO,WND,20275
2023-01-14T22,ERCO,WND,20814
2023-01-14T23,ERCO,WND,22107
2023-01-15T00,ERCO,WND,23405
2023-01-15T01,ERCO,WND,24405
2023-01-15T02,ERCO,WND,24940
2023-01-15T03,ERCO,WND,24682
2023-01-15T04,ERCO,WND,25019
2023-01-15T05,ERCO,WND,25422
2023-01-15T06,ERCO,WND,25650
2023-01-15T07,ERCO,WND,25674
2023-01-15T08,ERCO,WND,25600
2023-01-15T09,ERCO,WND,25055
2023-01-15T10,ERCO,WND,25293
2023-01-15T11,ERCO,WND,25593
2023-01-15T12,ERCO,WND,25570
2023-01-15T13,ERCO,WND,25868
2023-01-15T14,ERCO,WND,25654
2023-01-15T15,ERCO,WND,25265
2023-01-15T16,ERCO,WND,24694
2023-01-15T17,ERCO,WND,24649
2023-01-15T18,ERCO,WND,24411
2023-01-15T19,ERCO,WND,24473
2023-01-15T20,ERCO,WND,24285
2023-01-15T21,ERCO,WND,24231
2023-01-15T22,ERCO,WND,24502
2023-01-15T23,ERCO,WND,24711
2023-01-16T00,ERCO,WND,25177
2023-01-16T01,ERCO,WND,25686
2023-01-16T02,ERCO,WND,26037
2023-01-16T03,ERCO,WND,26107
2023-01-16T04,ERCO,WND,25646
2023-01-16T05,ERCO,WND,24719
2023-01-16T06,ERCO,WND,23954
2023-01-16T07,ERCO,WND,22772
2023-01-16T08,ERCO,WND,21391
2023-01-16T09,ERCO,WND,19864
2023-01-16T10,ERCO,WND,18087
2023-01-16T11,ERCO,WND,16843
2023-01-16T12,ERCO,WND,16980
2023-01-16T13,ERCO,WND,16837
2023-01-16T14,ERCO,WND,15926
2023-01-16T15,ERCO,WND,14803
2023-01-16T16,ERCO,WND,12826
2023-01-16T17,ERCO,WND,12276
2023-01-16T18,ERCO,WND,13993
2023-01-16T19,ERCO,WND,16154
2023-01-16T20,ERCO,WND,16544
2023-01-16T21,ERCO,WND,17507
2023-01-16T22,ERCO,WND,16994
2023-01-16T23,ERCO,WND,16181
2023-01-17T00,ERCO,WND,14354
2023-01-17T01,ERCO,WND,13793
2023-01-17T02,ERCO,WND,14385
2023-01-17T03,ERCO,WND,15461
2023-01-17T04,ERCO,WND,15821
2023-01-17T05,ERCO,WND,15598
2023-01-17T06,ERCO,WND,16547
2023-01-17T07,ERCO,WND,16937
2023-01-17T08,ERCO,WND,16168
2023-01-17T09,ERCO,WND,14403
2023-01-17T10,ERCO,WND,13188
2023-01-17T11,ERCO,WND,11971
2023-01-17T12,ERCO,WND,10500
2023-01-17T13,ERCO,WND,8855
2023-01-17T14,ERCO,WND,7590
2023-01-17T15,ERCO,WND,5894
2023-01-17T16,ERCO,WND,3914
2023-01-17T17,ERCO,WND,2468
2023-01-17T18,ERCO,WND,2545
2023-01-17T19,ERCO,WND,3882
2023-01-17T20,ERCO,WND,5734
2023-01-17T21,ERCO,WND,6897
2023-01-17T22,ERCO,WND,9271
2023-01-17T23,ERCO,WND,10303
2023-01-18T00,ERCO,WND,9817
2023-01-18T01,ERCO,WND,10303
2023-01-18T02,ERCO,WND,11199
2023-01-18T03,ERCO,WND,13036
2023-01-18T04,ERCO,WND,13880
2023-01-18T05,ERCO,WND,15969
2023-01-18T06,ERCO,WND,16385
2023-01-18T07,ERCO,WND,16538
2023-01-18T08,ERCO,WND,17842
2023-01-18T09,ERCO,WND,20319
2023-01-18T10,ERCO,WND,20724
2023-01-18T11,ERCO,WND,20737
2023-01-18T12,ERCO,WND,20119
2023-01-18T13,ERCO,WND,20758
2023-01-18T14,ERCO,WND,20525
2023-01-18T15,ERCO,WND,20017
2023-01-18T16,ERCO,WND,19361
2023-01-18T17,ERCO,WND,20018
2023-01-18T18,ERCO,WND,20054
2023-01-18T19,ERCO,WND,19977
2023-01-18T20,ERCO,WND,20805
2023-01-18T21,ERCO,WND,21392
2023-01-18T22,ERCO,WND,21109
2023-01-18T23,ERCO,WND,20766
2023-01-19T00,ERCO,WND,20907
2023-01-19T01,ERCO,WND,20229
2023-01-19T02,ERCO,WND,20441
2023-01-19T03,ERCO,WND,21365
2023-01-19T04,ERCO,WND,21356
2023-01-19T05,ERCO,WND,20777
2023-01-19T06,ERCO,WND,20566
2023-01-19T07,ERCO,WND,19960
2023-01-19T08,ERCO,WND,19790
2023-01-19T09,ERCO,WND,19711
2023-01-19T10,ERCO,WND,19220
2023-01-19T11,ERCO,WND,17793
2023-01-19T12,ERCO,WND,16596
2023-01-19T13,ERCO,WND,15872
2023-01-19T14,ERCO,WND,14601
2023-01-19T15,ERCO,WND,10850
2023-01-19T16,ERCO,WND,6305
2023-01-19T17,ERCO,WND,6605
2023-01-19T18,ERCO,WND,5004
2023-01-19T19,ERCO,WND,3481
2023-01-19T20,ERCO,WND,2701
2023-01-19T21,ERCO,WND,2312
2023-01-19T22,ERCO,WND,2267
2023-01-19T23,ERCO,WND,1979
2023-01-20T00,ERCO,WND,1906
2023-01-20T01,ERCO,WND,2636
2023-01-20T02,ERCO,WND,4380
2023-01-20T03,ERCO,WND,6281
2023-01-20T04,ERCO,WND,8243
2023-01-20T05,ERCO,WND,10316
2023-01-20T06,ERCO,WND,11793
2023-01-20T07,ERCO,WND,13240
2023-01-20T08,ERCO,WND,13718
2023-01-20T09,ERCO,WND,13742
2023-01-20T10,ERCO,WND,14323
2023-01-20T11,ERCO,WND,14752
2023-01-20T12,ERCO,WND,14780
2023-01-20T13,ERCO,WND,15101
2023-01-20T14,ERCO,WND,16376
2023-01-20T15,ERCO,WND,17924
2023-01-20T16,ERCO,WND,16326
2023-01-20T17,ERCO,WND,17659
2023-01-20T18,ERCO,WND,19098
2023-01-20T19,ERCO,WND,19560
2023-01-20T20,ERCO,WND,20177
2023-01-20T21,ERCO,WND,20882
2023-01-20T22,ERCO,WND,21604
2023-01-20T23,ERCO,WND,22261
2023-01-21T00,ERCO,WND,22713
2023-01-21T01,ERCO,WND,23164
2023-01-21T02,ERCO,WND,24109
2023-01-21T03,ERCO,WND,24121
2023-01-21T04,ERCO,WND,24324
2023-01-21T05,ERCO,WND,24316
2023-01-21T06,ERCO,WND,23401
2023-01-21T07,ERCO,WND,21004
2023-01-21T08,ERCO,WND,18234
2023-01-21T09,ERCO,WND,15180
2023-01-21T10,ERCO,WND,12609
2023-01-21T11,ERCO,WND,11502
2023-01-21T12,ERCO,WND,10245
2023-01-21T13,ERCO,WND,10166
2023-01-21T14,ERCO,WND,10476
2023-01-21T15,ERCO,WND,10207
2023-01-21T16,ERCO,WND,9673
2023-01-21T17,ERCO,WND,11825
2023-01-21T18,ERCO,WND,12534
2023-01-21T19,ERCO,WND,13094
2023-01-21T20,ERCO,WND,14554
2023-01-21T21,ERCO,WND,16369
2023-01-21T22,ERCO,WND,16986
2023-01-21T23,ERCO,WND,17305
2023-01-22T00,ERCO,WND,17713
2023-01-22T01,ERCO,WND,17390
2023-01-22T02,ERCO,WND,18498
2023-01-22T03,ERCO,WND,19634
2023-01-22T04,ERCO,WND,20047
2023-01-22T05,ERCO,WND,19706
2023-01-22T06,ERCO,WND,17988
2023-01-22T07,ERCO,WND,16736
2023-01-22T08,ERCO,WND,15818
2023-01-22T09,ERCO,WND,15019
2023-01-22T10,ERCO,WND,14403
2023-01-22T11,ERCO,WND,13801
2023-01-22T12,ERCO,WND,13535
2023-01-22T13,ERCO,WND,13433
2023-01-22T14,ERCO,WND,12753
2023-01-22T15,ERCO,WND,11329
2023-01-22T16,ERCO,WND,8612
2023-01-22T17,ERCO,WND,7118
2023-01-22T18,ERCO,WND,5046
2023-01-22T19,ERCO,WND,4876
2023-01-22T20,ERCO,WND,5658
2023-01-22T21,ERCO,WND,5375
2023-01-22T22,ERCO,WND,4107
2023-01-22T23,ERCO,WND,2597
2023-01-23T00,ERCO,WND,1451
2023-01-23T01,ERCO,WND,1768
2023-01-23T02,ERCO,WND,3398
2023-01-23T03,ERCO,WND,5546
2023-01-23T04,ERCO,WND,8244
2023-01-23T05,ERCO,WND,11625
2023-01-23T06,ERCO,WND,14380
2023-01-23T07,ERCO,WND,16679
2023-01-23T08,ERCO,WND,17835
2023-01-23T09,ERCO,WND,18494
2023-01-23T10,ERCO,WND,19192
2023-01-23T11,ERCO,WND,19369
2023-01-23T12,ERCO,WND,19960
2023-01-23T13,ERCO,WND,19867
2023-01-23T14,ERCO,WND,20364
2023-01-23T15,ERCO,WND,19949
2023-01-23T16,ERCO,WND,17675
2023-01-23T17,ERCO,WND,18525
2023-01-23T18,ERCO,WND,19330
2023-01-23T19,ERCO,WND,19446
2023-01-23T20,ERCO,WND,19903
2023-01-23T21,ERCO,WND,20324
2023-01-23T22,ERCO,WND,20907
2023-01-23T23,ERCO,WND,21100
2023-01-24T00,ERCO,WND,21330
2023-01-24T01,ERCO,WND,20344
2023-01-24T02,ERCO,WND,20394
2023-01-24T03,ERCO,WND,20790
2023-01-24T04,ERCO,WND,20931
2023-01-24T05,ERCO,WND,21304
2023-01-24T06,ERCO,WND,20149
2023-01-24T07,ERCO,WND,17486
2023-01-24T08,ERCO,WND,14611
2023-01-24T09,ERCO,WND,12909
2023-01-24T10,ERCO,WND,12159
2023-01-24T11,ERCO,WND,11388
2023-01-24T12,ERCO,WND,11204
2023-01-24T13,ERCO,WND,12307
2023-01-24T14,ERCO,WND,13221
2023-01-24T15,ERCO,WND,11660
2023-01-24T16,ERCO,WND,11307
2023-01-24T17,ERCO,WND,10149
2023-01-24T18,ERCO,WND,10426
2023-01-24T19,ERCO,WND,11676
2023-01-24T20,ERCO,WND,12552
2023-01-24T21,ERCO,WND,13223
2023-01-24T22,ERCO,WND,15172
2023-01-24T23,ERCO,WND,16953
2023-01-25T00,ERCO,WND,17368
2023-01-25T01,ERCO,WND,16812
2023-01-25T02,ERCO,WND,17582
2023-01-25T03,ERCO,WND,18561
2023-01-25T04,ERCO,WND,19833
2023-01-25T05,ERCO,WND,20114
2023-01-25T06,ERCO,WND,19739
2023-01-25T07,ERCO,WND,19409
2023-01-25T08,ERCO,WND,18986
2023-01-25T09,ERCO,WND,17970
2023-01-25T10,ERCO,WND,16941
2023-01-25T11,ERCO,WND,17218
2023-01-25T12,ERCO,WND,17736
2023-01-25T13,ERCO,WND,17268
2023-01-25T14,ERCO,WND,17341
2023-01-25T15,ERCO,WND,15612
2023-01-25T16,ERCO,WND,13878
2023-01-25T17,ERCO,WND,14736
2023-01-25T18,ERCO,WND,15128
2023-01-25T19,ERCO,WND,13785
2023-01-25T20,ERCO,WND,13160
2023-01-25T21,ERCO,WND,12174
2023-01-25T22,ERCO,WND,11536
2023-01-25T23,ERCO,WND,10454
2023-01-26T00,ERCO,WND,8032
2023-01-26T01,ERCO,WND,7013
2023-01-26T02,ERCO,WND,7970
2023-01-26T03,ERCO,WND,8927
2023-01-26T04,ERCO,WND,9061
2023-01-26T05,ERCO,WND,9286
2023-01-26T06,ERCO,WND,10415
2023-01-26T07,ERCO,WND,11713
2023-01-26T08,ERCO,WND,11254
2023-01-26T09,ERCO,WND,11281
2023-01-26T10,ERCO,WND,12440
2023-01-26T11,ERCO,WND,12357
2023-01-26T12,ERCO,WND,11924
2023-01-26T13,ERCO,WND,11439
2023-01-26T14,ERCO,WND,9959
2023-01-26T15,ERCO,WND,8153
2023-01-26T16,ERCO,WND,5306
2023-01-26T17,ERCO,WND,4535
2023-01-26T18,ERCO,WND,3815
2023-01-26T19,ERCO,WND,4784
2023-01-26T20,ERCO,WND,5279
2023-01-26T21,ERCO,WND,5034
2023-01-26T22,ERCO,WND,4389
2023-01-26T23,ERCO,WND,3916
2023-01-27T00,ERCO,WND,3554
2023-01-27T01,ERCO,WND,4244
2023-01-27T02,ERCO,WND,5144
2023-01-27T03,ERCO,WND,6198
2023-01-27T04,ERCO,WND,7891
2023-01-27T05,ERCO,WND,9798
2023-01-27T06,ERCO,WND,12096
2023-01-27T07,ERCO,WND,14221
2023-01-27T08,ERCO,WND,16191
2023-01-27T09,ERCO,WND,17691
2023-01-27T10,ERCO,WND,18777
2023-01-27T11,ERCO,WND,19640
2023-01-27T12,ERCO,WND,19634
2023-01-27T13,ERCO,WND,19999
2023-01-27T14,ERCO,WND,20352
2023-01-27T15,ERCO,WND,18946
2023-01-27T16,ERCO,WND,15005
2023-01-27T17,ERCO,WND,14137
2023-01-27T18,ERCO,WND,14710
2023-01-27T19,ERCO,WND,14197
2023-01-27T20,ERCO,WND,13407
2023-01-27T21,ERCO,WND,13509
2023-01-27T22,ERCO,WND,13758
2023-01-27T23,ERCO,WND,14392
2023-01-28T00,ERCO,WND,14840
2023-01-28T01,ERCO,WND,17452
2023-01-28T02,ERCO,WND,21084
2023-01-28T03,ERCO,WND,21269
2023-01-28T04,ERCO,WND,21762
2023-01-28T05,ERCO,WND,22006
2023-01-28T06,ERCO,WND,21775
2023-01-28T07,ERCO,WND,21706
2023-01-28T08,ERCO,WND,21776
2023-01-28T09,ERCO,WND,21615
2023-01-28T10,ERCO,WND,21255
2023-01-28T11,ERCO,WND,21263
2023-01-28T12,ERCO,WND,21224
2023-01-28T13,ERCO,WND,20938
2023-01-28T14,ERCO,WND,20643
2023-01-28T15,ERCO,WND,20007
2023-01-28T16,ERCO,WND,18274
2023-01-28T17,ERCO,WND,17363
2023-01-28T18,ERCO,WND,17440
2023-01-28T19,ERCO,WND,18551
2023-01-28T20,ERCO,WND,19179
2023-01-28T21,ERCO,WND,19158
2023-01-28T22,ERCO,WND,19067
2023-01-28T23,ERCO,WND,18670
2023-01-29T00,ERCO,WND,17067
2023-01-29T01,ERCO,WND,17930
2023-01-29T02,ERCO,WND,20420
2023-01-29T03,ERCO,WND,22288
2023-01-29T04,ERCO,WND,21792
2023-01-29T05,ERCO,WND,20701
2023-01-29T06,ERCO,WND,20089
2023-01-29T07,ERCO,WND,18396
2023-01-29T08,ERCO,WND,16062
2023-01-29T09,ERCO,WND,14300
2023-01-29T10,ERCO,WND,12746
2023-01-29T11,ERCO,WND,13842
2023-01-29T12,ERCO,WND,15465
2023-01-29T13,ERCO,WND,14525
2023-01-29T14,ERCO,WND,14141
2023-01-29T15,ERCO,WND,15179
2023-01-29T16,ERCO,WND,14597
2023-01-29T17,ERCO,WND,14491
2023-01-29T18,ERCO,WND,12745
2023-01-29T19,ERCO,WND,11321
2023-01-29T20,ERCO,WND,10997
2023-01-29T21,ERCO,WND,11367
2023-01-29T22,ERCO,WND,11581
2023-01-29T23,ERCO,WND,10977
2023-01-30T00,ERCO,WND,11129
2023-01-30T01,ERCO,WND,11937
